formula,p Band Center,formula composition,formula_obj,formula entropy,A_site_obj,B_site_obj,A_site_Z,A_site_ionization_energy,A_site_eletronegativity,A_site_radius,A_site_lewis_acid_strengths,A_site_g,A_site_p,A_site_mass,A_site_Valence_electron,A_site_Polarization_rate,Tolerance_factor
La0.167Sr0.167K0.167Ca0.167Pr0.167Eu0.167Fe1O3,-1.559199191,La0.167Sr0.167K0.167Ca0.167Pr0.167Eu0.167FeO3.0,La0.167 Sr0.167 K0.167 Ca0.167 Pr0.167 Eu0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167K0.167Ca0.167Pr0.167Eu0.167,Fe1,42.66666666666667,5.4766666666666675,1.1116666666666668,1.3833333333333333,0.266,2.3333333333333335,5.666666666666667,99.76333333333334,2.3333333333333335,36.21666666666667,0.9624028725195878
La0.167Sr0.167Li0.167Sm0.167Eu0.167Bi0.167Fe1O3,-1.601278304,La0.167Sr0.167Li0.167Sm0.167Eu0.167Bi0.167FeO3.0,La0.167 Sr0.167 Li0.167 Sm0.167 Eu0.167 Bi0.167 Fe1 O3,-1.6094379124341005,La0.167Sr0.167Li0.167Sm0.167Eu0.167Bi0.167,Fe1,50.5,4.9783333333333335,1.1066666666666667,1.0450000000000002,0.286,2.333333333333333,5.0,122.97166666666668,2.6666666666666665,24.750000000000004,0.845416176039662
La0.167Sr0.167K0.167Ca0.167Pr0.167Sm0.167Fe1O3,-1.592207809,La0.167Sr0.167K0.167Ca0.167Pr0.167Sm0.167FeO3.0,La0.167 Sr0.167 K0.167 Ca0.167 Pr0.167 Sm0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167K0.167Ca0.167Pr0.167Sm0.167,Fe1,42.5,5.471666666666668,1.1066666666666667,1.39,0.2653333333333333,2.3333333333333335,5.666666666666667,99.49666666666667,2.3333333333333335,36.35,0.964708029100473
La0.200Sr0.200Ca0.200Ba0.200Bi0.200Fe1O3,-1.85698752,La0.2Sr0.2Ca0.2Ba0.2Bi0.2FeO3.0,La0.2 Sr0.2 Ca0.2 Ba0.2 Bi0.2 Fe1 O3,-1.3862943611198906,La0.2Sr0.2Ca0.2Ba0.2Bi0.2,Fe1,50.800000000000004,5.976000000000001,1.2320000000000002,1.356,0.3024,2.6,5.800000000000001,122.584,2.8,28.880000000000003,0.9529517305379585
La0.200Sr0.200Na0.200Pr0.200Bi0.200Fe1O3,-2.219625626,La0.2Sr0.2Na0.2Pr0.2Bi0.2FeO3.0,La0.2 Sr0.2 Na0.2 Pr0.2 Bi0.2 Fe1 O3,-1.3862943611198906,La0.2Sr0.2Na0.2Pr0.2Bi0.2,Fe1,49.6,5.8340000000000005,1.3199999999999998,1.308,0.2916,2.4000000000000004,5.6000000000000005,119.882,2.8,32.120000000000005,0.9363546031555847
La0.167Sr0.167Na0.167K0.167Pr0.167Y0.167Fe1O3,-1.677054554,La0.167Sr0.167Na0.167K0.167Pr0.167Y0.167FeO3.0,La0.167 Sr0.167 Na0.167 K0.167 Pr0.167 Y0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Na0.167K0.167Pr0.167Y0.167,Fe1,37.166666666666664,5.406666666666667,1.1033333333333335,1.405,0.23883333333333334,2.1666666666666665,5.5,86.40666666666667,2.1666666666666665,39.61666666666667,0.9698946314074648
La0.167Sr0.167Na0.167K0.167Pr0.167Eu0.167Fe1O3,-1.633943341,La0.167Sr0.167Na0.167K0.167Pr0.167Eu0.167FeO3.0,La0.167 Sr0.167 Na0.167 K0.167 Pr0.167 Eu0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Na0.167K0.167Pr0.167Eu0.167,Fe1,41.16666666666667,5.315,1.1,1.3916666666666666,0.247,2.1666666666666665,5.5,96.915,2.1666666666666665,39.400000000000006,0.9652843182456943
La0.167Sr0.167Na0.167Ba0.167Nd0.167Gd0.167Fe1O3,-1.600206522,La0.167Sr0.167Na0.167Ba0.167Nd0.167Gd0.167FeO3.0,La0.167 Sr0.167 Na0.167 Ba0.167 Nd0.167 Gd0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Na0.167Ba0.167Nd0.167Gd0.167,Fe1,47.66666666666667,5.550000000000001,1.1,1.375,0.28583333333333333,2.5,5.666666666666667,114.72333333333334,2.3333333333333335,36.78333333333334,0.9595214267934813
La0.167Sr0.167K0.167Ca0.167Nd0.167Gd0.167Fe1O3,-1.434016352,La0.167Sr0.167K0.167Ca0.167Nd0.167Gd0.167FeO3.0,La0.167 Sr0.167 K0.167 Ca0.167 Nd0.167 Gd0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167K0.167Ca0.167Nd0.167Gd0.167,Fe1,43.00000000000001,5.566666666666667,1.1,1.3716666666666668,0.26800000000000007,2.3333333333333335,5.666666666666667,101.2,2.3333333333333335,35.78333333333334,0.9583688485030386
La0.167Sr0.167Li0.167Nd0.167Sm0.167Bi0.167Fe1O3,-1.566925762,La0.167Sr0.167Li0.167Nd0.167Sm0.167Bi0.167FeO3.0,La0.167 Sr0.167 Li0.167 Nd0.167 Sm0.167 Bi0.167 Fe1 O3,-1.6094379124341005,La0.167Sr0.167Li0.167Nd0.167Sm0.167Bi0.167,Fe1,50.00000000000001,4.955000000000001,1.0966666666666667,1.0566666666666666,0.2853333333333334,2.333333333333333,5.0,121.68500000000002,2.6666666666666665,24.966666666666672,0.849450200056211
La0.167Sr0.167K0.167Ba0.167Pr0.167Y0.167Fe1O3,-1.577894184,La0.167Sr0.167K0.167Ba0.167Pr0.167Y0.167FeO3.0,La0.167 Sr0.167 K0.167 Ba0.167 Pr0.167 Y0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167K0.167Ba0.167Pr0.167Y0.167,Fe1,44.666666666666664,5.418333333333333,1.096666666666667,1.4416666666666667,0.27416666666666667,2.5,5.833333333333333,105.46333333333334,2.3333333333333335,39.01666666666667,0.9825729926023338
La0.200Sr0.200K0.200Ca0.200Bi0.200Fe1O3,-1.92141305,La0.2Sr0.2K0.2Ca0.2Bi0.2FeO3.0,La0.2 Sr0.2 K0.2 Ca0.2 Bi0.2 Fe1 O3,-1.3862943611198906,La0.2Sr0.2K0.2Ca0.2Bi0.2,Fe1,43.400000000000006,5.8020000000000005,1.218,1.362,0.25820000000000004,2.2,5.6000000000000005,102.93799999999999,2.6,31.500000000000004,0.9550263714607551
La0.167Sr0.167Na0.167Ca0.167Nd0.167Y0.167Fe1O3,-1.589225573,La0.167Sr0.167Na0.167Ca0.167Nd0.167Y0.167FeO3.0,La0.167 Sr0.167 Na0.167 Ca0.167 Nd0.167 Y0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Na0.167Ca0.167Nd0.167Y0.167,Fe1,37.5,5.711666666666667,1.09,1.3466666666666667,0.2578333333333333,2.3333333333333335,5.5,87.125,2.3333333333333335,34.53333333333334,0.949724511324719
La0.200Sr0.200Pr0.200Sm0.200Y0.200Fe1O3,-2.070693783,La0.2Sr0.2Pr0.2Sm0.2Y0.2FeO3.0,La0.2 Sr0.2 Pr0.2 Sm0.2 Y0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2Pr0.2Sm0.2Y0.2,Fe1,51.0,5.720000000000001,1.208,1.328,0.3194,2.8000000000000003,6.000000000000001,121.342,2.8000000000000003,35.18,0.9432700728982403
La0.167Sr0.167Ca0.167Ba0.167Sm0.167Eu0.167Fe1O3,-1.866731133,La0.167Sr0.167Ca0.167Ba0.167Sm0.167Eu0.167FeO3.0,La0.167 Sr0.167 Ca0.167 Ba0.167 Sm0.167 Eu0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Ca0.167Ba0.167Sm0.167Eu0.167,Fe1,49.333333333333336,5.65,1.085,1.3650000000000002,0.3013333333333334,2.6666666666666665,5.833333333333333,117.71000000000001,2.5,33.63333333333333,0.9560636919221535
La0.167Sr0.167K0.167Ca0.167Eu0.167Y0.167Fe1O3,-1.618711444,La0.167Sr0.167K0.167Ca0.167Eu0.167Y0.167FeO3.0,La0.167 Sr0.167 K0.167 Ca0.167 Eu0.167 Y0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167K0.167Ca0.167Eu0.167Y0.167,Fe1,39.333333333333336,5.601666666666667,1.0816666666666668,1.3766666666666665,0.257,2.3333333333333335,5.666666666666667,91.09666666666668,2.3333333333333335,35.9,0.9600977159387025
La0.167Sr0.167Li0.167Ca0.167Eu0.167Bi0.167Fe1O3,-1.623265708,La0.167Sr0.167Li0.167Ca0.167Eu0.167Bi0.167FeO3.0,La0.167 Sr0.167 Li0.167 Ca0.167 Eu0.167 Bi0.167 Fe1 O3,-1.6094379124341005,La0.167Sr0.167Li0.167Ca0.167Eu0.167Bi0.167,Fe1,43.5,5.0566666666666675,1.0783333333333336,1.061666666666667,0.26116666666666666,2.1666666666666665,4.833333333333333,104.59166666666668,2.5,23.05,0.8511790674918751
La0.167Sr0.167Li0.167Mg0.167Ca0.167Sm0.167Fe1O3,-1.411503617,La0.167Sr0.167Li0.167Mg0.167Ca0.167Sm0.167FeO3.0,La0.167 Sr0.167 Li0.167 Mg0.167 Ca0.167 Sm0.167 Fe1 O3,-2.019992658983094,La0.167Sr0.167Li0.167Mg0.167Ca0.167Sm0.167,Fe1,31.500000000000004,5.111666666666668,0.9550000000000002,1.0683333333333334,0.2295,2.0,4.5,73.54666666666667,2.0,24.51666666666667,0.8534842240727603
La0.200Sr0.200Pr0.200Nd0.200Eu0.200Fe1O3,-1.723222276,La0.2Sr0.2Pr0.2Nd0.2Eu0.2FeO3.0,La0.2 Sr0.2 Pr0.2 Nd0.2 Eu0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2Pr0.2Nd0.2Eu0.2,Fe1,55.4,5.588000000000001,1.198,1.318,0.32920000000000005,2.8000000000000003,6.000000000000001,132.728,2.8000000000000003,35.02,0.9398123380269124
La0.167Sr0.167Li0.167Na0.167Mg0.167Y0.167Fe1O3,-1.410772363,La0.167Sr0.167Li0.167Na0.167Mg0.167Y0.167FeO3.0,La0.167 Sr0.167 Li0.167 Na0.167 Mg0.167 Y0.167 Fe1 O3,-2.019992658983094,La0.167Sr0.167Li0.167Na0.167Mg0.167Y0.167,Fe1,26.16666666666667,5.046666666666666,0.9516666666666668,1.0833333333333333,0.20299999999999999,1.8333333333333335,4.333333333333334,60.45666666666666,1.8333333333333335,27.783333333333335,0.858670826379752
La0.167Sr0.167Na0.167Ba0.167Nd0.167Y0.167Fe1O3,-1.581229684,La0.167Sr0.167Na0.167Ba0.167Nd0.167Y0.167FeO3.0,La0.167 Sr0.167 Na0.167 Ba0.167 Nd0.167 Y0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Na0.167Ba0.167Nd0.167Y0.167,Fe1,43.5,5.561666666666667,1.0716666666666668,1.3916666666666666,0.2741666666666667,2.5,5.666666666666667,103.33333333333334,2.3333333333333335,37.11666666666667,0.9652843182456943
La0.167Sr0.167Li0.167Mg0.167Ca0.167Nd0.167Fe1O3,-1.757453334,La0.167Sr0.167Li0.167Mg0.167Ca0.167Nd0.167FeO3.0,La0.167 Sr0.167 Li0.167 Mg0.167 Ca0.167 Nd0.167 Fe1 O3,-2.019992658983094,La0.167Sr0.167Li0.167Mg0.167Ca0.167Nd0.167,Fe1,31.166666666666664,5.093333333333335,0.9500000000000001,1.0733333333333335,0.2295,2.0,4.5,72.52666666666667,2.0,24.6,0.8552130915084243
La0.167Sr0.167Li0.167Na0.167Y0.167Bi0.167Fe1O3,-1.542109089,La0.167Sr0.167Li0.167Na0.167Y0.167Bi0.167FeO3.0,La0.167 Sr0.167 Li0.167 Na0.167 Y0.167 Bi0.167 Fe1 O3,-1.6094379124341005,La0.167Sr0.167Li0.167Na0.167Y0.167Bi0.167,Fe1,38.00000000000001,4.986666666666667,1.07,1.0833333333333333,0.234,2.0,4.666666666666667,91.235,2.3333333333333335,26.45,0.858670826379752
La0.167Sr0.167Li0.167Na0.167Mg0.167Eu0.167Fe1O3,-1.449461025,La0.167Sr0.167Li0.167Na0.167Mg0.167Eu0.167FeO3.0,La0.167 Sr0.167 Li0.167 Na0.167 Mg0.167 Eu0.167 Fe1 O3,-2.019992658983094,La0.167Sr0.167Li0.167Na0.167Mg0.167Eu0.167,Fe1,30.16666666666667,4.955,0.9483333333333335,1.0699999999999998,0.21116666666666664,1.8333333333333335,4.333333333333334,70.965,1.8333333333333335,27.56666666666667,0.8540605132179815
La0.167Sr0.167Na0.167Ba0.167Nd0.167Eu0.167Fe1O3,-1.56072666,La0.167Sr0.167Na0.167Ba0.167Nd0.167Eu0.167FeO3.0,La0.167 Sr0.167 Na0.167 Ba0.167 Nd0.167 Eu0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Na0.167Ba0.167Nd0.167Eu0.167,Fe1,47.50000000000001,5.470000000000001,1.0683333333333334,1.3783333333333332,0.2823333333333334,2.5,5.666666666666667,113.84166666666668,2.3333333333333335,36.900000000000006,0.9606740050839239
La0.167Sr0.167Na0.167Ba0.167Nd0.167Sm0.167Fe1O3,-1.390404845,La0.167Sr0.167Na0.167Ba0.167Nd0.167Sm0.167FeO3.0,La0.167 Sr0.167 Na0.167 Ba0.167 Nd0.167 Sm0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Na0.167Ba0.167Nd0.167Sm0.167,Fe1,47.333333333333336,5.465000000000001,1.0633333333333335,1.385,0.2816666666666667,2.5,5.666666666666667,113.57500000000002,2.3333333333333335,37.03333333333333,0.9629791616648092
La0.250Sr0.250Pr0.250Nd0.250Fe1O3,-2.447050083,La0.25Sr0.25Pr0.25Nd0.25FeO3.0,La0.25 Sr0.25 Pr0.25 Nd0.25 Fe1 O3,-1.3862943611198906,La0.25Sr0.25Pr0.25Nd0.25,Fe1,53.5,5.5675,1.1975,1.3475000000000001,0.31775,2.75,6.0,127.92,2.75,35.35,0.9500126558973296
La0.167Sr0.167Na0.167K0.167Sm0.167Eu0.167Fe1O3,-1.65714606,La0.167Sr0.167Na0.167K0.167Sm0.167Eu0.167FeO3.0,La0.167 Sr0.167 Na0.167 K0.167 Sm0.167 Eu0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Na0.167K0.167Sm0.167Eu0.167,Fe1,41.666666666666664,5.343333333333334,1.0616666666666668,1.3783333333333332,0.24550000000000002,2.1666666666666665,5.5,98.49000000000001,2.1666666666666665,39.0,0.9606740050839239
La0.250Sr0.250Ba0.250Pr0.250Fe1O3,-2.309103849,La0.25Sr0.25Ba0.25Pr0.25FeO3.0,La0.25 Sr0.25 Ba0.25 Pr0.25 Fe1 O3,-1.3862943611198906,La0.25Sr0.25Ba0.25Pr0.25,Fe1,52.5,5.4875,1.135,1.4325,0.30500000000000005,2.75,6.0,126.1925,2.5,36.55,0.9794034023036164
La0.167Sr0.167Li0.167Ba0.167Sm0.167Bi0.167Fe1O3,-1.409002486,La0.167Sr0.167Li0.167Ba0.167Sm0.167Bi0.167FeO3.0,La0.167 Sr0.167 Li0.167 Ba0.167 Sm0.167 Bi0.167 Fe1 O3,-1.6094379124341005,La0.167Sr0.167Li0.167Ba0.167Sm0.167Bi0.167,Fe1,49.333333333333336,4.901666666666667,1.055,1.1133333333333335,0.2768333333333334,2.333333333333333,5.0,120.53333333333333,2.5,25.76666666666667,0.8690440309937357
La0.200Sr0.200Ca0.200Pr0.200Y0.200Fe1O3,-2.141247291,La0.2Sr0.2Ca0.2Pr0.2Y0.2FeO3.0,La0.2 Sr0.2 Ca0.2 Pr0.2 Y0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2Ca0.2Pr0.2Y0.2,Fe1,42.599999999999994,5.814000000000001,1.174,1.348,0.2896,2.6,5.800000000000001,99.28599999999999,2.6,33.14,0.9501855426408962
La0.167Sr0.167Li0.167K0.167Nd0.167Bi0.167Fe1O3,-1.303790986,La0.167Sr0.167Li0.167K0.167Nd0.167Bi0.167FeO3.0,La0.167 Sr0.167 Li0.167 K0.167 Nd0.167 Bi0.167 Fe1 O3,-1.6094379124341005,La0.167Sr0.167Li0.167K0.167Nd0.167Bi0.167,Fe1,42.83333333333333,4.738333333333333,1.0383333333333333,1.1233333333333333,0.24000000000000002,2.0,4.833333333333333,103.14166666666667,2.3333333333333335,28.033333333333335,0.8725017658650635
La0.200Sr0.200Ca0.200Pr0.200Eu0.200Fe1O3,-2.01813963,La0.2Sr0.2Ca0.2Pr0.2Eu0.2FeO3.0,La0.2 Sr0.2 Ca0.2 Pr0.2 Eu0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2Ca0.2Pr0.2Eu0.2,Fe1,47.4,5.7040000000000015,1.17,1.332,0.2994,2.6,5.800000000000001,111.89599999999999,2.6,32.88,0.9446531668467716
La0.200Sr0.200Sm0.200Eu0.200Y0.200Fe1O3,-2.239702665,La0.2Sr0.2Sm0.2Eu0.2Y0.2FeO3.0,La0.2 Sr0.2 Sm0.2 Eu0.2 Y0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2Sm0.2Eu0.2Y0.2,Fe1,51.8,5.760000000000001,1.168,1.304,0.3184,2.8000000000000003,6.000000000000001,123.552,2.8000000000000003,34.540000000000006,0.9349715092070534
La0.167Sr0.167Li0.167K0.167Eu0.167Bi0.167Fe1O3,-1.383238547,La0.167Sr0.167Li0.167K0.167Eu0.167Bi0.167FeO3.0,La0.167 Sr0.167 Li0.167 K0.167 Eu0.167 Bi0.167 Fe1 O3,-1.6094379124341005,La0.167Sr0.167Li0.167K0.167Eu0.167Bi0.167,Fe1,43.333333333333336,4.761666666666668,1.0483333333333336,1.1116666666666668,0.2406666666666667,2.0,4.833333333333333,104.42833333333334,2.3333333333333335,27.81666666666667,0.8684677418485143
La0.167Sr0.167Na0.167Ca0.167Ba0.167Y0.167Fe1O3,-1.442948289,La0.167Sr0.167Na0.167Ca0.167Ba0.167Y0.167FeO3.0,La0.167 Sr0.167 Na0.167 Ca0.167 Ba0.167 Y0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Na0.167Ca0.167Ba0.167Y0.167,Fe1,36.833333333333336,5.658333333333333,1.0483333333333336,1.4033333333333333,0.24933333333333332,2.3333333333333335,5.5,85.97333333333334,2.166666666666667,35.333333333333336,0.9693183422622436
La0.167Sr0.167Na0.167K0.167Ba0.167Gd0.167Fe1O3,-1.533088523,La0.167Sr0.167Na0.167K0.167Ba0.167Gd0.167FeO3.0,La0.167 Sr0.167 Na0.167 K0.167 Ba0.167 Gd0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Na0.167K0.167Ba0.167Gd0.167,Fe1,40.833333333333336,5.351666666666667,1.0466666666666669,1.4366666666666668,0.2405,2.1666666666666665,5.5,97.2,2.0,39.76666666666667,0.9808441251666699
La0.167Sr0.167Na0.167Ca0.167Ba0.167Eu0.167Fe1O3,-1.444610371,La0.167Sr0.167Na0.167Ca0.167Ba0.167Eu0.167FeO3.0,La0.167 Sr0.167 Na0.167 Ca0.167 Ba0.167 Eu0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Na0.167Ca0.167Ba0.167Eu0.167,Fe1,40.83333333333334,5.566666666666666,1.0450000000000002,1.39,0.2575,2.3333333333333335,5.5,96.48166666666667,2.166666666666667,35.11666666666667,0.964708029100473
La0.167Sr0.167Li0.167Pr0.167Gd0.167Y0.167Fe1O3,-1.293631156,La0.167Sr0.167Li0.167Pr0.167Gd0.167Y0.167FeO3.0,La0.167 Sr0.167 Li0.167 Pr0.167 Gd0.167 Y0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Li0.167Pr0.167Gd0.167Y0.167,Fe1,42.83333333333333,4.851666666666667,1.0433333333333334,1.0966666666666667,0.2703333333333333,2.333333333333333,5.0,102.26666666666668,2.333333333333333,29.066666666666666,0.8632811395415224
La0.200Sr0.200Nd0.200Sm0.200Y0.200Fe1O3,-1.916201536,La0.2Sr0.2Nd0.2Sm0.2Y0.2FeO3.0,La0.2 Sr0.2 Nd0.2 Sm0.2 Y0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2Nd0.2Sm0.2Y0.2,Fe1,51.2,5.732,1.156,1.318,0.3176,2.8000000000000003,6.000000000000001,122.008,2.8000000000000003,34.800000000000004,0.9398123380269124
La0.200Sr0.200Na0.200Eu0.200Gd0.200Fe1O3,-1.752888775,La0.2Sr0.2Na0.2Eu0.2Gd0.2FeO3.0,La0.2 Sr0.2 Na0.2 Eu0.2 Gd0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2Na0.2Eu0.2Gd0.2,Fe1,46.599999999999994,5.646000000000001,1.154,1.314,0.27980000000000005,2.4000000000000004,5.6000000000000005,111.746,2.4000000000000004,35.92,0.9384292440783814
La0.167Sr0.167Na0.167Ca0.167Ba0.167Nd0.167Fe1O3,-1.560554387,La0.167Sr0.167Na0.167Ca0.167Ba0.167Nd0.167FeO3.0,La0.167 Sr0.167 Na0.167 Ca0.167 Ba0.167 Nd0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Na0.167Ca0.167Ba0.167Nd0.167,Fe1,40.333333333333336,5.543333333333334,1.0350000000000001,1.4016666666666668,0.2568333333333333,2.3333333333333335,5.5,95.19500000000002,2.166666666666667,35.333333333333336,0.9687420531170222
La0.167Sr0.167Li0.167Na0.167Mg0.167Ca0.167Fe1O3,-1.20237454,La0.167Sr0.167Li0.167Na0.167Mg0.167Ca0.167FeO3.0,La0.167 Sr0.167 Li0.167 Na0.167 Mg0.167 Ca0.167 Fe1 O3,-2.019992658983094,La0.167Sr0.167Li0.167Na0.167Mg0.167Ca0.167,Fe1,23.000000000000004,5.028333333333333,0.9150000000000001,1.0933333333333335,0.18566666666666665,1.6666666666666667,4.166666666666667,52.318333333333335,1.6666666666666667,26.000000000000004,0.8621285612510798
La0.167Sr0.167Li0.167Pr0.167Nd0.167Gd0.167Fe1O3,-1.701238242,La0.167Sr0.167Li0.167Pr0.167Nd0.167Gd0.167FeO3.0,La0.167 Sr0.167 Li0.167 Pr0.167 Nd0.167 Gd0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Li0.167Pr0.167Nd0.167Gd0.167,Fe1,46.333333333333336,4.736666666666667,1.03,1.095,0.2778333333333333,2.333333333333333,5.0,111.48833333333334,2.333333333333333,29.066666666666663,0.8627048503963012
La0.250Sr0.250Na0.250Ba0.250Fe1O3,-1.901710741,La0.25Sr0.25Na0.25Ba0.25FeO3.0,La0.25 Sr0.25 Na0.25 Ba0.25 Fe1 O3,-1.3862943611198906,La0.25Sr0.25Na0.25Ba0.25,Fe1,40.5,5.405,1.0175,1.45,0.237,2.25,5.5,96.7125,2.0,38.175,0.9854544383284402
La0.200Sr0.200K0.200Pr0.200Eu0.200Fe1O3,-1.815499559,La0.2Sr0.2K0.2Pr0.2Eu0.2FeO3.0,La0.2 Sr0.2 K0.2 Pr0.2 Eu0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2K0.2Pr0.2Eu0.2,Fe1,47.2,5.3500000000000005,1.134,1.3920000000000001,0.27480000000000004,2.4000000000000004,5.800000000000001,111.69999999999999,2.4000000000000004,38.6,0.9653995760747386
La0.200Sr0.200Ba0.200Nd0.200Gd0.200Fe1O3,-1.975327341,La0.2Sr0.2Ba0.2Nd0.2Gd0.2FeO3.0,La0.2 Sr0.2 Ba0.2 Nd0.2 Gd0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2Ba0.2Nd0.2Gd0.2,Fe1,55.0,5.632000000000001,1.134,1.372,0.3214,2.8000000000000003,6.000000000000001,133.07,2.6,35.46,0.958484106332083
La0.200Sr0.200Ca0.200Eu0.200Y0.200Fe1O3,-1.687589507,La0.2Sr0.2Ca0.2Eu0.2Y0.2FeO3.0,La0.2 Sr0.2 Ca0.2 Eu0.2 Y0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2Ca0.2Eu0.2Y0.2,Fe1,43.400000000000006,5.854000000000001,1.134,1.324,0.2886,2.6,5.800000000000001,101.496,2.6,32.5,0.9418869789497093
La0.200Sr0.200Ca0.200Sm0.200Eu0.200Fe1O3,-1.871990412,La0.2Sr0.2Ca0.2Sm0.2Eu0.2FeO3.0,La0.2 Sr0.2 Ca0.2 Sm0.2 Eu0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2Ca0.2Sm0.2Eu0.2,Fe1,48.0,5.738000000000001,1.124,1.316,0.29760000000000003,2.6,5.800000000000001,113.786,2.6,32.400000000000006,0.939120791052647
La0.167Sr0.167Ca0.167Eu0.167Gd0.167Bi0.167Fe1O3,-2.011690973,La0.167Sr0.167Ca0.167Eu0.167Gd0.167Bi0.167FeO3.0,La0.167 Sr0.167 Ca0.167 Eu0.167 Gd0.167 Bi0.167 Fe1 O3,-1.6094379124341005,La0.167Sr0.167Ca0.167Eu0.167Gd0.167Bi0.167,Fe1,54.16666666666667,6.081666666666667,1.31,1.2583333333333335,0.3271666666666667,2.6666666666666665,5.833333333333333,130.8,3.0,28.55,0.9191811866279895
La0.167Sr0.167Li0.167K0.167Mg0.167Ba0.167Fe1O3,-1.021911023,La0.167Sr0.167Li0.167K0.167Mg0.167Ba0.167FeO3.0,La0.167 Sr0.167 Li0.167 K0.167 Mg0.167 Ba0.167 Fe1 O3,-2.019992658983094,La0.167Sr0.167Li0.167K0.167Mg0.167Ba0.167,Fe1,30.333333333333336,4.745,0.8783333333333335,1.1800000000000002,0.20049999999999998,1.8333333333333335,4.5,71.21166666666667,1.6666666666666667,30.16666666666667,0.892095596802588
La0.200Sr0.200K0.200Eu0.200Y0.200Fe1O3,-1.811542732,La0.2Sr0.2K0.2Eu0.2Y0.2FeO3.0,La0.2 Sr0.2 K0.2 Eu0.2 Y0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2K0.2Eu0.2Y0.2,Fe1,43.2,5.5,1.0979999999999999,1.3840000000000001,0.264,2.4000000000000004,5.800000000000001,101.3,2.4000000000000004,38.220000000000006,0.9626333881776763
La0.200Sr0.200Ba0.200Nd0.200Eu0.200Fe1O3,-1.817935078,La0.2Sr0.2Ba0.2Nd0.2Eu0.2FeO3.0,La0.2 Sr0.2 Ba0.2 Nd0.2 Eu0.2 Fe1 O3,-1.6094379124341005,La0.2Sr0.2Ba0.2Nd0.2Eu0.2,Fe1,54.800000000000004,5.5360000000000005,1.096,1.3760000000000001,0.31720000000000004,2.8000000000000003,6.000000000000001,132.012,2.6,35.6,0.959867200280614
La0.167Sr0.167Li0.167Ca0.167Pr0.167Y0.167Fe1O3,-1.4806759,La0.167Sr0.167Li0.167Ca0.167Pr0.167Y0.167FeO3.0,La0.167 Sr0.167 Li0.167 Ca0.167 Pr0.167 Y0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Li0.167Ca0.167Pr0.167Y0.167,Fe1,35.5,4.845000000000001,0.9783333333333334,1.1233333333333333,0.24133333333333332,2.1666666666666665,4.833333333333333,82.73833333333334,2.1666666666666665,27.616666666666667,0.8725017658650635
La0.167Sr0.167Li0.167Ca0.167Nd0.167Gd0.167Fe1O3,-1.163617624,La0.167Sr0.167Li0.167Ca0.167Nd0.167Gd0.167FeO3.0,La0.167 Sr0.167 Li0.167 Ca0.167 Nd0.167 Gd0.167 Fe1 O3,-1.791759469228055,La0.167Sr0.167Li0.167Ca0.167Nd0.167Gd0.167,Fe1,39.833333333333336,4.843333333333334,0.9633333333333334,1.0983333333333334,0.25150000000000006,2.1666666666666665,4.833333333333333,94.68333333333334,2.1666666666666665,26.966666666666665,0.8638574286867438
