formula,p Band Center,formula entropy,A_site_Z,A_site_ionization_energy,A_site_eletronegativity,A_site_radius,A_site_lewis_acid_strengths,A_site_g,A_site_p,A_site_mass,A_site_Valence_electron,A_site_Polarization_rate,Tolerance_factor,A_minus_B_electronegativity,polarizability_density,ionic_potential,radius_times_eneg,entropy_times_eneg,entropy_times_polarization,entropy_per_valence,ionization_energy_per_radius,polarization_per_mass,lewis_strength_per_radius,mass_times_radius,entropy_times_ionization,log_mass,radius_squared,mass_per_radius3,mass_times_ionization
La0.250Sr0.250Li0.250Y0.250Fe1O3,-2.243589091,-1.3862943611198906,33.5,4.3725,0.8674999999999999,1.02,0.2115,2.0,4.5,78.86,2.0,26.125,0.8367718388613422,-0.9625000000000001,24.618170990041534,4.286764705882352,0.8848499999999999,-1.202610358271505,-36.21694018425714,-0.6931471805599453,4.286764705882352,0.3312832868374334,0.20735294117647057,80.4372,-6.061572093996721,4.367674128449481,1.0404,74.31153930237991,344.81534999999997
La0.167Sr0.167Na0.167Mg0.167Ca0.167Pr0.167Fe1O3,-1.812853545,-2.019992658983094,32.833333333333336,5.94,1.1483333333333334,1.3133333333333332,0.249,2.166666666666667,5.166666666666667,75.80333333333333,2.166666666666667,32.15,0.9381987284202926,-0.6816666666666666,14.192407616999198,4.522842639593909,1.5081444444444445,-2.31962490339892,-64.94276398630647,-0.9323043041460433,4.522842639593909,0.4241238292071589,0.18959390862944164,99.55504444444443,-11.99875639435958,4.328142267055228,1.7248444444444442,33.462886637447255,450.2718
La0.167Sr0.167Mg0.167Ba0.167Sm0.167Y0.167Fe1O3,-1.836330022,-2.019992658983094,44.0,5.998333333333334,1.14,1.3266666666666669,0.3001666666666667,2.6666666666666665,5.666666666666667,104.57333333333337,2.5,32.93333333333334,0.9428090415820632,-0.6900000000000002,14.104257810859297,4.521356783919598,1.5124000000000002,-2.3027916312407273,-66.52509156917657,-0.8079970635932376,4.521356783919598,0.3149305112839474,0.22625628140703516,138.7339555555556,-12.116589299466927,4.6498885796763565,1.760044444444445,44.78530121885404,627.2657111111114
La0.250Sr0.250Li0.250Ba0.250Fe1O3,-1.70701719,-1.3862943611198906,37.75,4.12,0.785,1.1025,0.21,2.0,4.5,90.965,1.75,27.325,0.8652981515497971,-1.045,20.390335713095848,3.7369614512471654,0.8654625,-1.0882410734791141,-37.88049341760101,-0.7921682063542231,3.7369614512471654,0.30039025999010605,0.19047619047619047,100.28891250000001,-5.711532767813949,4.510474817148767,1.21550625,67.87948355505083,374.7758
La0.167Sr0.167Li0.167Mg0.167Y0.167Bi0.167Fe1O3,-1.735937524,-1.7968491076688844,38.16666666666667,5.405,1.1333333333333335,1.0233333333333332,0.2599999999999999,2.1666666666666665,4.666666666666667,91.455,2.5,22.35,0.8379244171517847,-0.6966666666666665,20.855766948753782,5.281758957654724,1.1597777777777778,-2.036428988691403,-40.15957755639957,-0.7187396430675538,5.281758957654724,0.24438248318845335,0.25407166123778496,93.58894999999998,-9.71196942695032,4.515847048027889,1.0472111111111109,85.34067858157839,494.314275
La0.167Sr0.167K0.167Mg0.167Eu0.167Y0.167Fe1O3,-1.828168905,-2.019992658983094,38.0,5.858333333333333,1.1333333333333335,1.325,0.264,2.333333333333333,5.5,88.46833333333335,2.333333333333333,34.98333333333334,0.942232752436842,-0.6966666666666665,15.038812800723646,4.421383647798742,1.501666666666667,-2.2893250135141736,-70.66607652009192,-0.8657111395641833,4.421383647798742,0.3954333942465289,0.19924528301886793,117.22054166666668,-11.833790327209293,4.482644672540102,1.755625,38.03121592545077,518.2769861111112
La0.167Sr0.167K0.167Mg0.167Ca0.167Pr0.167Fe1O3,-1.643417004,-2.019992658983094,34.166666666666664,5.806666666666668,1.13,1.355,0.2475,2.166666666666667,5.333333333333334,78.48833333333333,2.166666666666667,33.733333333333334,0.9526059570508256,-0.7000000000000002,13.559428087574812,4.285362853628538,1.5311499999999998,-2.2825917046508963,-68.14108569636305,-0.9323043041460433,4.285362853628538,0.4297878665619094,0.18265682656826568,106.35169166666667,-11.729424039828503,4.362949993785786,1.836025,31.54911793123323,455.755588888889
La0.167Sr0.167K0.167Mg0.167Sm0.167Y0.167Fe1O3,-1.854718792,-2.019992658983094,37.833333333333336,5.8533333333333335,1.1283333333333336,1.3316666666666668,0.2633333333333333,2.333333333333333,5.5,88.20166666666667,2.333333333333333,35.116666666666674,0.9445379090177272,-0.7016666666666664,14.87053859311856,4.39549436795995,1.5025638888888895,-2.2792250502192584,-70.93540887462301,-0.8657111395641833,4.39549436795995,0.39814062470474865,0.19774718397997493,117.45521944444445,-11.823690363914379,4.479625859281678,1.7733361111111114,37.34996549057557,516.2737555555556
La0.167Sr0.167K0.167Mg0.167Ca0.167Gd0.167Fe1O3,-1.717303635,-2.019992658983094,35.0,5.92,1.1283333333333336,1.3316666666666668,0.2501666666666667,2.166666666666667,5.333333333333334,81.21166666666666,2.166666666666667,33.083333333333336,0.9445379090177272,-0.7016666666666664,14.009501237465752,4.445556946182728,1.5025638888888895,-2.2792250502192584,-66.82809046802403,-0.9323043041460433,4.445556946182728,0.4073716830504649,0.18785982478097624,108.14686944444445,-11.958356541179917,4.397058915007833,1.7733361111111114,34.389973138437966,480.77306666666664
La0.333Sr0.333Eu0.333Fe1O3,-2.735745337,-1.0986122886681096,52.66666666666666,5.646666666666667,1.15,1.3333333333333333,0.2983333333333333,2.6666666666666665,6.0,126.16333333333334,2.6666666666666665,34.4,0.9451141981629484,-0.6800000000000002,14.512500000000003,4.235000000000001,1.5333333333333332,-1.2634041319683258,-37.79226273018297,-0.4119796082505411,4.235000000000001,0.27266242172844724,0.22374999999999998,168.21777777777777,-6.2034973900125925,4.837577363781117,1.7777777777777777,53.22515625000002,712.4022888888891
La0.167Sr0.167Li0.167Mg0.167Sm0.167Bi0.167Fe1O3,-1.710002269,-1.7968491076688844,42.0,5.308333333333335,1.125,1.0166666666666668,0.2675,2.1666666666666665,4.666666666666667,101.69666666666669,2.5,22.266666666666666,0.8356192605708997,-0.7050000000000001,21.189438763596943,5.221311475409837,1.1437500000000003,-2.021455246127495,-40.00984013076049,-0.7187396430675538,5.221311475409837,0.2189517847192631,0.2631147540983606,103.39161111111115,-9.538274013208998,4.621994526378394,1.0336111111111115,96.77673461655378,539.8398055555558
La0.167Sr0.167K0.167Mg0.167Sm0.167Eu0.167Fe1O3,-2.055389984,-2.019992658983094,41.833333333333336,5.761666666666667,1.125,1.3183333333333334,0.2715,2.333333333333333,5.5,98.71,2.333333333333333,34.900000000000006,0.9399275958559568,-0.7050000000000001,15.23174735660111,4.370417193426043,1.483125,-2.2724917413559806,-70.49774379851,-0.8657111395641833,4.370417193426043,0.35356093607537237,0.20594184576485464,130.13268333333332,-11.638524370174261,4.5921862584297966,1.7380027777777778,43.08096795329786,568.7341166666666
La0.333Sr0.333Y0.333Fe1O3,-2.781325277,-1.0986122886681096,44.66666666666666,5.83,1.1566666666666665,1.36,0.282,2.6666666666666665,6.0,105.14666666666668,2.6666666666666665,34.833333333333336,0.9543348244864894,-0.6733333333333336,13.847721181898363,4.286764705882352,1.5730666666666666,-1.2707282138927798,-38.268328055272484,-0.4119796082505411,4.286764705882352,0.3312832868374334,0.20735294117647055,142.99946666666668,-6.4049096429350785,4.655356200901262,1.8496000000000004,41.800240857588705,613.0050666666667
La0.250Sr0.250Mg0.250Gd0.250Fe1O3,-2.05624043,-1.5990147122062974,42.75,6.2675,1.2375,1.2525,0.295,2.5,5.5,102.0225,2.5,30.325,0.9171641746197148,-0.5925,15.43361299520393,5.003992015968064,1.54996875,-1.9787807063552931,-48.49012114765597,-0.639605884882519,5.003992015968064,0.2972383542845941,0.23552894211576847,127.78318124999998,-10.02182470875297,4.625193377193558,1.5687562499999999,51.92335636613991,639.4260187499999
La0.167Sr0.167Li0.167Mg0.167Nd0.167Bi0.167Fe1O3,-1.899722366,-1.7968491076688844,41.66666666666666,5.290000000000001,1.12,1.0216666666666667,0.2675,2.1666666666666665,4.666666666666667,100.67666666666668,2.5,22.35,0.8373481280065636,-0.71,20.95800091893775,5.177814029363785,1.1442666666666668,-2.0124710005891506,-40.15957755639957,-0.7187396430675538,5.177814029363785,0.2219978147866106,0.26182707993474713,102.85799444444446,-9.505331779568401,4.611914061521437,1.0438027777777779,94.4063388150152,532.5795666666668
La0.167Sr0.167K0.167Mg0.167Nd0.167Eu0.167Fe1O3,-1.612124289,-2.019992658983094,41.50000000000001,5.743333333333334,1.12,1.3233333333333333,0.2715,2.333333333333333,5.5,97.69,2.333333333333333,34.98333333333334,0.9416564632916206,-0.71,15.095706105468768,4.340050377833754,1.4821333333333333,-2.2623917780610654,-70.66607652009192,-0.8657111395641833,4.340050377833754,0.35810557204763377,0.20516372795969776,129.27643333333333,-11.601491171426238,4.581799199664851,1.7512111111111108,42.15434576779162,561.0662333333333
La0.167Sr0.167Na0.167Sm0.167Eu0.167Bi0.167Fe1O3,-2.000617639,-1.6094379124341005,52.333333333333336,5.835000000000001,1.2616666666666667,1.2766666666666666,0.304,2.5,5.666666666666667,126.80333333333334,2.833333333333333,31.98333333333334,0.925520367225424,-0.5683333333333334,15.370612240204753,4.570496083550915,1.6107277777777778,-2.0305741661876904,-51.475189232683995,-0.568036910270859,4.570496083550915,0.25222785941484194,0.2381201044386423,161.8855888888889,-9.391070219052978,4.8426373297753695,1.6298777777777778,60.93939137359342,739.8974500000002
La0.200Sr0.200Mg0.200Pr0.200Sm0.200Fe1O3,-1.893840959,-1.8368555699861957,45.6,6.006000000000001,1.226,1.278,0.307,2.6,5.6000000000000005,108.422,2.6,31.940000000000005,0.925981398541601,-0.6040000000000001,15.301793976960171,4.699530516431926,1.566828,-2.251984928803076,-58.6691669053591,-0.7064829115331521,4.699530516431926,0.2945896589253104,0.24021909233176839,138.563316,-11.032154553337094,4.686031020443089,1.633284,51.94273971728163,651.1825320000002
La0.167Sr0.167K0.167Mg0.167Ba0.167Pr0.167Fe1O3,-1.579092794,-2.019992658983094,40.16666666666666,5.656666666666667,1.1116666666666668,1.4,0.2638333333333333,2.333333333333333,5.5,94.69666666666669,2.166666666666667,36.31666666666667,0.9681657639718008,-0.7183333333333333,13.234936831875611,4.040476190476191,1.5563333333333333,-2.2455585059028733,-73.35940006540271,-0.9323043041460433,4.040476190476191,0.38350522721672703,0.18845238095238095,132.57533333333336,-11.426425140981037,4.550678800698901,1.9599999999999997,34.510447035957256,535.6674777777779
La0.167Sr0.167Mg0.167Ca0.167Ba0.167Y0.167Fe1O3,-1.793736584,-2.019992658983094,37.0,6.076666666666668,1.1116666666666668,1.3433333333333333,0.2753333333333333,2.5,5.5,86.19333333333334,2.333333333333333,31.23333333333333,0.9485719330342764,-0.7183333333333333,12.884481963841342,4.523573200992557,1.493338888888889,-2.2455585059028733,-63.0911040489053,-0.8657111395641833,4.523573200992557,0.3623636785520921,0.20496277915632755,115.78637777777779,-12.274822057753937,4.456592835158298,1.8045444444444443,35.55676997022513,523.7681555555557
La0.167Sr0.167Mg0.167Ca0.167Ba0.167Eu0.167Fe1O3,-1.862785803,-2.019992658983094,41.0,5.985000000000001,1.1083333333333334,1.3299999999999998,0.2835,2.5,5.5,96.70166666666668,2.333333333333333,31.01666666666667,0.9439616198725056,-0.7216666666666667,13.183787667484053,4.500000000000002,1.4740833333333332,-2.238825197039596,-62.65343897279231,-0.8657111395641833,4.500000000000002,0.3207459368159804,0.2131578947368421,128.61321666666666,-12.08965606401382,4.571630637746777,1.7688999999999997,41.103521991138756,578.7594750000002
La0.167Sr0.167K0.167Nd0.167Y0.167Bi0.167Fe1O3,-1.954134454,-1.6094379124341005,49.333333333333336,5.775,1.2416666666666667,1.336666666666667,0.2943333333333333,2.5,5.833333333333333,117.96,2.833333333333333,33.86666666666667,0.9462667764533912,-0.5883333333333334,14.180877307170498,4.320448877805486,1.6596944444444448,-1.9983854079390082,-54.50629730110154,-0.568036910270859,4.320448877805486,0.2871029727591274,0.22019950124688273,157.6732,-9.29450394430693,4.770345583947075,1.7866777777777785,49.39300060493598,681.219
La0.167Sr0.167Na0.167Mg0.167Ba0.167Y0.167Fe1O3,-1.724599243,-2.019992658983094,35.50000000000001,5.915,1.1,1.3516666666666668,0.2563333333333333,2.333333333333333,5.333333333333334,83.34500000000001,2.166666666666667,34.41666666666667,0.951453378760383,-0.73,13.936701365872283,4.376078914919852,1.4868333333333337,-2.2219919248814035,-69.52141401333483,-0.9323043041460433,4.376078914919852,0.4129421880936669,0.18964241676942042,112.65465833333336,-11.948256577885001,4.422988619395052,1.8270027777777782,33.749763932357155,492.98567500000007
La0.167Sr0.167K0.167Nd0.167Eu0.167Bi0.167Fe1O3,-1.88075259,-1.6094379124341005,53.33333333333333,5.683333333333334,1.2383333333333335,1.3233333333333333,0.3025,2.5,5.833333333333333,128.46833333333336,2.833333333333333,33.65,0.9416564632916206,-0.5916666666666666,14.520357611691963,4.2947103274559195,1.638727777777778,-1.9930206148975613,-54.15758575340748,-0.568036910270859,4.2947103274559195,0.26193225308441764,0.22858942065491183,170.00642777777782,-9.146972135667138,4.855682440761992,1.7512111111111108,55.43554656101182,730.1283611111113
La0.167Sr0.167Mg0.167Ca0.167Ba0.167Nd0.167Fe1O3,-1.529181624,-2.019992658983094,40.5,5.961666666666668,1.0983333333333334,1.3416666666666668,0.2828333333333332,2.5,5.5,95.415,2.333333333333333,31.23333333333333,0.9479956438890552,-0.7316666666666667,12.932558339589399,4.443478260869566,1.4735972222222224,-2.218625270449765,-63.0911040489053,-0.8657111395641833,4.443478260869566,0.3273419623050184,0.21080745341614895,128.015125,-12.042522901970882,4.5582357987988775,1.8000694444444447,39.50779254979475,568.8324250000002
La0.167Sr0.167Na0.167Ca0.167Y0.167Bi0.167Fe1O3,-1.818373224,-1.6094379124341005,41.333333333333336,6.005000000000001,1.2366666666666668,1.3066666666666666,0.271,2.333333333333333,5.5,97.915,2.666666666666667,30.500000000000004,0.9358935718394076,-0.5933333333333333,13.671161144591117,4.595663265306123,1.6159111111111113,-1.9903382183768379,-49.08785632924007,-0.6035392171627876,4.595663265306123,0.3114946637389573,0.20739795918367349,127.94226666666667,-9.664674664166775,4.5840997553688,1.7073777777777777,43.888909622053745,587.9795750000001
La0.167Sr0.167Pr0.167Nd0.167Gd0.167Y0.167Fe1O3,-1.847964923,-1.791759469228055,52.833333333333336,5.773333333333333,1.2333333333333334,1.3083333333333331,0.3321666666666666,2.833333333333333,6.0,126.30666666666669,2.833333333333333,34.9,0.9364698609846288,-0.5966666666666667,15.58368668074286,4.4127388535031855,1.6136111111111109,-2.209836678714601,-62.53240547605912,-0.6323856950216665,4.4127388535031855,0.27631162250606983,0.2538853503184713,165.25122222222222,-10.344424669009971,4.8387128123392245,1.7117361111111105,56.39895469978114,729.210488888889
La0.167Sr0.167Na0.167Ca0.167Eu0.167Bi0.167Fe1O3,-2.061583199,-1.6094379124341005,45.33333333333334,5.913333333333334,1.2333333333333336,1.2933333333333332,0.2791666666666667,2.333333333333333,5.5,108.42333333333332,2.666666666666667,30.28333333333333,0.9312832586776372,-0.5966666666666665,13.998202258640282,4.572164948453609,1.5951111111111114,-1.984973425335391,-48.73914478154601,-0.6035392171627876,4.572164948453609,0.2793064223568113,0.21585051546391754,140.22751111111108,-9.517142855526982,4.686043317994646,1.6727111111111108,50.11772425611364,641.1433111111111
