formula,p Band Center,formula entropy,A_site_Z,A_site_ionization_energy,A_site_eletronegativity,A_site_radius,A_site_lewis_acid_strengths,A_site_g,A_site_p,A_site_mass,A_site_Valence_electron,A_site_Polarization_rate,Tolerance_factor,A_minus_B_electronegativity,polarizability_density,ionic_potential,radius_times_eneg,entropy_times_eneg,entropy_times_polarization,entropy_per_valence,ionization_energy_per_radius,polarization_per_mass,lewis_strength_per_radius,mass_times_radius,entropy_times_ionization,log_mass,radius_squared,mass_per_radius3,mass_times_ionization
La0.167Sr0.167K0.167Ba0.167Gd0.167Bi0.167Fe1O3,-1.950816484,-1.6094379124341005,52.83333333333334,5.71,1.2283333333333333,1.3766666666666667,0.2975,2.5,5.833333333333333,128.19833333333332,2.666666666666667,34.33333333333334,0.9600977159387024,-0.6016666666666668,13.15920277489685,4.147699757869249,1.6910055555555554,-1.97692623577322,-55.257368326904135,-0.6035392171627876,4.147699757869249,0.2678141941522902,0.21610169491525422,176.4863722222222,-9.189890479998715,4.853578543882041,1.8952111111111112,49.13556884671313,732.0124833333333
La0.167Sr0.167Na0.167Mg0.167Ba0.167Nd0.167Fe1O3,-1.46390272,-2.019992658983094,39.0,5.800000000000001,1.086666666666667,1.3500000000000003,0.2638333333333333,2.333333333333333,5.333333333333334,92.56666666666668,2.166666666666667,34.41666666666667,0.9508770896151616,-0.7433333333333332,13.988382529763408,4.296296296296296,1.4670000000000007,-2.195058689428296,-69.52141401333483,-0.9323043041460433,4.296296296296296,0.37180410514944184,0.19543209876543202,124.96500000000005,-11.715957422101948,4.5279291056446445,1.822500000000001,37.6229910752087,536.8866666666668
La0.167Sr0.167Na0.167Ca0.167Nd0.167Bi0.167Fe1O3,-1.937712584,-1.6094379124341005,44.833333333333336,5.890000000000001,1.2233333333333334,1.3050000000000002,0.2785,2.333333333333333,5.5,107.13666666666666,2.666666666666667,30.500000000000004,0.9353172826941862,-0.6066666666666667,13.72360799728632,4.513409961685824,1.5964500000000004,-1.9688790462110497,-49.08785632924007,-0.6035392171627876,4.513409961685824,0.28468311502442367,0.21340996168582374,139.81335,-9.479589304236853,4.6741052780280645,1.7030250000000005,48.206610343254596,631.0349666666667
La0.167Sr0.167Li0.167Na0.167Mg0.167Bi0.167Fe1O3,-1.654233558,-1.7968491076688844,33.50000000000001,5.2250000000000005,1.0850000000000002,1.0416666666666663,0.2236666666666666,1.8333333333333333,4.333333333333334,80.46833333333332,2.166666666666667,23.750000000000004,0.8442635977492192,-0.7449999999999999,21.012480000000025,5.016000000000003,1.130208333333333,-1.9495812818207399,-42.67516630713601,-0.8293149727702542,5.016000000000003,0.295147159338042,0.21472000000000002,83.82118055555551,-9.388536587569922,4.387863732291176,1.0850694444444438,71.19323136000006,420.4470416666666
La0.167Sr0.167Ca0.167Ba0.167Sm0.167Bi0.167Fe1O3,-1.79337151,-1.6094379124341005,52.66666666666667,5.920000000000001,1.221666666666667,1.336666666666667,0.3138333333333333,2.6666666666666665,5.833333333333333,127.21333333333337,2.833333333333333,29.816666666666663,0.9462667764533912,-0.6083333333333332,12.485034204000009,4.4289276807980045,1.6329611111111118,-1.9661966496903265,-47.98807375574342,-0.568036910270859,4.4289276807980045,0.23438318834503713,0.23478802992518696,170.0418222222223,-9.527872441609876,4.8458654672155355,1.7866777777777785,53.26761826287943,753.1029333333337
La0.200Sr0.200Mg0.200Ca0.200Gd0.200Fe1O3,-2.180711365,-1.8368555699861957,38.2,6.2360000000000015,1.19,1.27,0.2804,2.4,5.4,89.634,2.4,29.120000000000005,0.9232152106445388,-0.6400000000000001,14.216091424308834,4.910236220472442,1.5112999999999999,-2.1858581282835727,-53.48923419799803,-0.7653564874942482,4.910236220472442,0.3248767208871634,0.22078740157480314,113.83518000000001,-11.45463133443392,4.495734712288235,1.6129,43.75841822549786,558.9576240000001
La0.167Sr0.167Na0.167Ba0.167Eu0.167Bi0.167Fe1O3,-2.019927076,-1.6094379124341005,51.33333333333334,5.763333333333334,1.2150000000000003,1.3383333333333334,0.2955,2.5,5.666666666666667,124.63166666666666,2.666666666666667,32.86666666666667,0.9468430655986124,-0.6149999999999998,13.710799359823556,4.306351183063512,1.6260750000000004,-1.9554670636074325,-52.89685938866744,-0.6035392171627876,4.306351183063512,0.2637103999786036,0.2207970112079701,166.7987138888889,-9.275727168661867,4.825362720666037,1.7911361111111113,51.99187958053984,718.2938388888889
La0.167Sr0.167Ca0.167Pr0.167Gd0.167Y0.167Fe1O3,-1.995509465,-1.791759469228055,46.16666666666666,5.87,1.21,1.32,0.3073333333333333,2.6666666666666665,5.833333333333333,108.94666666666669,2.6666666666666665,33.11666666666667,0.940503885001178,-0.6200000000000001,14.398751055087143,4.446969696969697,1.5972,-2.1680289577659466,-59.33710108926909,-0.6719098009605207,4.446969696969697,0.30397136213437764,0.23282828282828277,143.80960000000005,-10.517628084368683,4.690858465848398,1.7424000000000002,47.36877498585488,639.5169333333334
La0.167Sr0.167Ca0.167Pr0.167Eu0.167Gd0.167Fe1O3,-1.739392022,-1.791759469228055,50.16666666666667,5.778333333333334,1.2066666666666668,1.3066666666666666,0.3155,2.6666666666666665,5.833333333333333,119.455,2.6666666666666665,32.9,0.9358935718394076,-0.6233333333333333,14.746924644493367,4.422193877551021,1.5767111111111112,-2.162056426201853,-58.948886537603,-0.6719098009605207,4.422193877551021,0.27541752124230884,0.24145408163265306,156.08786666666666,-10.353383466356112,4.782939731413983,1.7073777777777777,53.54388703367645,690.2508083333335
La0.200Sr0.200Mg0.200Ba0.200Pr0.200Fe1O3,-2.009168357,-1.8368555699861957,44.400000000000006,5.920000000000001,1.17,1.352,0.2968,2.6,5.6000000000000005,105.816,2.4,33.00000000000001,0.9515686365894273,-0.6600000000000001,13.353154226736544,4.378698224852071,1.58184,-2.149121016883849,-60.61623380954447,-0.7653564874942482,4.378698224852071,0.31186210024948974,0.2195266272189349,143.063232,-10.87418497431828,4.661701736723746,1.8279040000000002,42.81749598958648,626.4307200000001
La0.250Sr0.250K0.250Gd0.250Fe1O3,-2.329161183,-1.3862943611198906,44.5,5.44,1.115,1.4049999999999998,0.25375,2.25,5.75,105.72,2.25,38.85,0.9698946314074648,-0.7150000000000001,14.007545776573972,3.871886120996442,1.5665749999999998,-1.545718212648678,-53.85753592950775,-0.6161308271643958,3.871886120996442,0.3674801362088536,0.1806049822064057,148.53659999999996,-7.541441324492205,4.660794089736088,1.9740249999999995,38.117831132545696,575.1168
La0.167Sr0.167Li0.167Mg0.167Pr0.167Gd0.167Fe1O3,-1.787760921,-2.019992658983094,38.333333333333336,5.090000000000001,1.0583333333333331,1.055,0.26,2.1666666666666665,4.666666666666667,91.5,2.1666666666666665,26.366666666666667,0.8488739109109897,-0.771666666666667,22.454213612313456,4.824644549763034,1.1165416666666663,-2.137825564090441,-53.26047310852091,-0.9323043041460435,4.824644549763034,0.28816029143898,0.24644549763033177,96.5325,-10.28176263422395,4.516338972281476,1.113025,77.92265027281977,465.73500000000007
La0.167Sr0.167K0.167Ba0.167Sm0.167Bi0.167Fe1O3,-1.758833582,-1.6094379124341005,52.50000000000001,5.625,1.1916666666666669,1.3866666666666667,0.2933333333333333,2.5,5.833333333333333,127.05,2.666666666666667,34.583333333333336,0.9635554508100304,-0.6383333333333332,12.970317967327606,4.056490384615384,1.6524444444444448,-1.9179135123173034,-55.65972780501264,-0.6035392171627876,4.056490384615384,0.27220254492981766,0.21153846153846148,176.17600000000002,-9.053088257441816,4.8445807097661735,1.9228444444444446,47.64951029635582,714.65625
La0.167Sr0.167Ba0.167Pr0.167Eu0.167Gd0.167Fe1O3,-1.793190736,-1.791759469228055,56.16666666666667,5.628333333333334,1.1883333333333337,1.3516666666666668,0.3318333333333333,2.833333333333333,6.0,135.66333333333336,2.6666666666666665,35.483333333333334,0.951453378760383,-0.6416666666666664,14.368637873095441,4.163995067817509,1.6062305555555563,-2.129207502599339,-63.57759849977548,-0.6719098009605207,4.163995067817509,0.2615543379444212,0.2454993834771886,183.3716055555556,-10.084619545971904,4.910176326448068,1.8270027777777782,54.935574710860635,763.5584611111113
La0.200Sr0.200Ca0.200Sm0.200Bi0.200Fe1O3,-2.043132597,-1.3862943611198906,52.0,6.062000000000001,1.288,1.282,0.3126,2.6,5.800000000000001,125.19,3.0,27.820000000000004,0.9273644924901322,-0.542,13.203621011144802,4.728549141965679,1.651216,-1.7855471371224192,-38.56670912635536,-0.46209812037329684,4.728549141965679,0.22222222222222227,0.2438377535101404,160.49358,-8.403716417108779,4.829832583271571,1.643524,59.4162945501516,758.9017800000001
La0.167Sr0.167Na0.167K0.167Ca0.167Bi0.167Fe1O3,-1.612627483,-1.6094379124341005,38.0,5.691666666666667,1.1700000000000002,1.3666666666666667,0.2331666666666667,2.0,5.333333333333334,89.61333333333333,2.333333333333333,33.483333333333334,0.9566399810673748,-0.6599999999999999,13.117192147531231,4.164634146341464,1.5990000000000002,-1.8830423575478978,-53.889346101335136,-0.6897591053289003,4.164634146341464,0.37364231513167684,0.170609756097561,122.47155555555555,-9.160384118270757,4.495504118433655,1.8677777777777778,35.10628110445292,510.0492222222223
La0.200Sr0.200Na0.200Mg0.200Nd0.200Fe1O3,-2.074156122,-1.8368555699861957,35.6,5.918000000000001,1.126,1.298,0.2526,2.2,5.2,83.614,2.2,33.34,0.9328968682842568,-0.7040000000000002,15.245494586872686,4.559322033898305,1.4615479999999998,-2.068299371804456,-61.24076470333977,-0.8349343499937253,4.559322033898305,0.39873705360346356,0.1946070878274268,108.530972,-10.870511263178308,4.426210970184939,1.6848040000000002,38.23445664027513,494.8276520000001
La0.200Sr0.200Mg0.200Ba0.200Sm0.200Fe1O3,-2.146437653,-1.8368555699861957,45.0,5.954000000000001,1.124,1.336,0.295,2.6,5.6000000000000005,107.706,2.4,32.52,0.9460362607953026,-0.706,13.637386920733455,4.456586826347306,1.5016640000000003,-2.0646256606644844,-59.73454313595109,-0.7653564874942482,4.456586826347306,0.30193303994206455,0.2208083832335329,143.895216,-10.93663806369781,4.6794052929169885,1.7848960000000003,45.166924836547274,641.2815240000001
Sr0.500Gd0.500Fe1O3,-3.258679245,-0.6931471805599453,51.0,5.92,1.17,1.31,0.295,2.5,6.0,122.435,2.5,31.75,0.9370461501298502,-0.6600000000000001,14.123093771559958,4.519083969465648,1.5327,-0.810982201255136,-22.007422982778262,-0.2772588722239781,4.519083969465648,0.2593212725119451,0.22519083969465647,160.38985,-4.103431308914876,4.807580276915389,1.7161000000000002,54.46176333609271,724.8152
La0.167Sr0.167Li0.167Pr0.167Y0.167Bi0.167Fe1O3,-1.876735753,-1.6094379124341005,46.0,5.041666666666667,1.1483333333333334,1.0716666666666663,0.2793333333333333,2.333333333333333,5.0,110.88833333333334,2.6666666666666665,25.366666666666664,0.8546368023632028,-0.6816666666666666,20.610296255066082,4.704510108864699,1.2306305555555552,-1.8481712027784922,-40.82607504541168,-0.6035392171627877,4.704510108864699,0.2287586611155366,0.26065318818040445,118.83533055555552,-8.11424947518859,4.7085236889426545,1.1484694444444437,90.09624446375241,559.0620138888889
La0.200Sr0.200Mg0.200Ca0.200Nd0.200Fe1O3,-2.0403495,-1.8368555699861957,37.4,6.112000000000001,1.14,1.288,0.2754,2.4,5.4,87.032,2.4,29.520000000000003,0.9294391334129288,-0.6900000000000002,13.815568613759774,4.745341614906833,1.4683199999999998,-2.094015349784263,-54.223976425992504,-0.7653564874942482,4.745341614906833,0.33918558691056166,0.2138198757763975,112.097216,-11.22686124375563,4.466275867118782,1.6589440000000002,40.73159104311451,531.9395840000001
La0.167Sr0.167Ca0.167Nd0.167Eu0.167Gd0.167Fe1O3,-1.676214407,-1.791759469228055,50.333333333333336,5.788333333333334,1.1633333333333336,1.2983333333333336,0.314,2.6666666666666665,5.833333333333333,120.01,2.6666666666666665,32.58333333333333,0.933012126113301,-0.6666666666666665,14.888018146899116,4.458279845956354,1.510394444444445,-2.0844135158686377,-58.38149603901412,-0.6719098009605207,4.458279845956354,0.2715051523484154,0.24184852374839533,155.81298333333336,-10.371301061048392,4.78757507264335,1.685669444444445,54.83512197880399,694.6578833333334
La0.167Sr0.167Na0.167Pr0.167Sm0.167Y0.167Fe1O3,-1.814379935,-1.791759469228055,44.33333333333333,5.623333333333333,1.1616666666666668,1.3383333333333332,0.2841666666666667,2.5,5.666666666666667,104.95,2.5,36.55000000000001,0.9468430655986124,-0.6683333333333332,15.24735446049345,4.201743462017435,1.5546972222222222,-2.0814272500865907,-65.48880860028542,-0.716703787691222,4.201743462017435,0.3482610767031921,0.21232876712328771,140.45808333333332,-10.075660748625761,4.653484046266642,1.7911361111111106,43.78139126207352,590.1688333333333
La0.200Sr0.200Mg0.200Ba0.200Eu0.200Fe1O3,-2.184750673,-1.8368555699861957,45.2,5.960000000000001,1.13,1.328,0.2958,2.6,5.6000000000000005,108.026,2.4,32.36000000000001,0.9432700728982404,-0.7000000000000002,13.817016869918342,4.487951807228916,1.50064,-2.075646794084401,-59.4406462447533,-0.7653564874942482,4.487951807228916,0.2995575139318313,0.2227409638554217,143.458528,-10.947659197117728,4.682371938891558,1.7635840000000003,46.124754771007375,643.83496
Sr0.500Pr0.500Fe1O3,-3.274583851,-0.6931471805599453,48.5,5.58,1.1749999999999998,1.38,0.287,2.5,6.0,114.265,2.5,33.7,0.9612502942291452,-0.6550000000000002,12.823088560739587,4.043478260869565,1.6214999999999997,-0.8144479371579356,-23.359059984870157,-0.2772588722239781,4.043478260869565,0.2949284557826106,0.20797101449275363,157.6857,-3.867761267524495,4.738520312184848,1.9043999999999996,43.47864137664418,637.5987
La0.167Sr0.167Na0.167Nd0.167Gd0.167Y0.167Fe1O3,-1.969730815,-1.791759469228055,44.833333333333336,5.718333333333334,1.155,1.32,0.2868333333333333,2.5,5.666666666666667,106.65333333333334,2.5,35.983333333333334,0.940503885001178,-0.675,15.645145207817382,4.332070707070707,1.5246000000000002,-2.0694821869584037,-64.47347823438952,-0.716703787691222,4.332070707070707,0.33738592324040506,0.21729797979797974,140.78240000000002,-10.245877898202428,4.669583699312511,1.7424000000000002,46.37165966367068,609.8793111111112
La0.167Sr0.167Li0.167Gd0.167Y0.167Bi0.167Fe1O3,-1.363266645,-1.6094379124341005,46.83333333333334,5.155000000000001,1.1466666666666667,1.0483333333333331,0.282,2.333333333333333,5.0,113.61166666666668,2.6666666666666665,24.716666666666665,0.8465687543301045,-0.6833333333333333,21.453181916388544,4.917329093799684,1.2020888888888888,-1.8454888062577686,-39.779940402329515,-0.6035392171627877,4.917329093799684,0.21755394839145037,0.2689984101748808,119.10289722222221,-8.29665243859779,4.732786200544332,1.0990027777777773,98.61085985802146,585.6681416666669
La0.167Sr0.167Na0.167Nd0.167Sm0.167Gd0.167Fe1O3,-1.847663614,-1.791759469228055,48.66666666666667,5.621666666666667,1.1466666666666667,1.3133333333333332,0.2943333333333333,2.5,5.666666666666667,116.895,2.5,35.9,0.9381987284202926,-0.6833333333333333,15.847820636089306,4.280456852791879,1.5059555555555555,-2.0545508580481697,-64.32416494528717,-0.716703787691222,4.280456852791879,0.30711322126694895,0.22411167512690353,153.5221,-10.072674482843716,4.761276095963634,1.7248444444444442,51.60253463107687,657.144725
La0.200Sr0.200Na0.200Sm0.200Bi0.200Fe1O3,-2.160694955,-1.3862943611198906,50.2,5.868,1.274,1.292,0.2898,2.4000000000000004,5.6000000000000005,121.772,2.8,31.640000000000004,0.93082222736146,-0.556,14.670635733285632,4.541795665634675,1.6460080000000001,-1.7661390160667405,-43.86235358583335,-0.49510512897138953,4.541795665634675,0.2598298459415958,0.2243034055727554,157.32942400000002,-8.134775311051518,4.802150443790706,1.669264,56.4624732779285,714.5580960000001
La0.200Sr0.200Ba0.200Sm0.200Bi0.200Fe1O3,-2.090130119,-1.3862943611198906,59.2,5.882000000000001,1.266,1.336,0.3322,2.8000000000000003,6.000000000000001,144.64,3.0,30.920000000000005,0.9460362607953026,-0.5640000000000001,12.966420774571908,4.402694610778443,1.6913760000000002,-1.7550486611777816,-42.86422164582702,-0.46209812037329684,4.402694610778443,0.21377212389380537,0.24865269461077844,193.23904,-8.154183432107198,4.974247896643866,1.7848960000000003,60.65533961300389,850.77248
La0.167Sr0.167K0.167Pr0.167Nd0.167Eu0.167Fe1O3,-1.720304542,-1.791759469228055,49.333333333333336,5.38,1.135,1.3716666666666668,0.2908333333333334,2.5,5.833333333333333,117.12333333333336,2.5,38.00000000000001,0.9583688485030386,-0.6950000000000001,14.724407975694435,3.9222357229647624,1.556841666666667,-2.0336469975738423,-68.0868598306661,-0.716703787691222,3.9222357229647624,0.32444431795543155,0.21202916160388824,160.6541722222223,-9.639665944446936,4.763227510645887,1.8814694444444449,45.38346693350661,630.1235333333335
La0.167Sr0.167Na0.167Ca0.167Pr0.167Eu0.167Fe1O3,-1.417088043,-1.791759469228055,41.333333333333336,5.61,1.13,1.3416666666666666,0.2674999999999999,2.333333333333333,5.5,97.07833333333332,2.333333333333333,34.63333333333334,0.9479956438890548,-0.7000000000000002,14.340371520633294,4.18136645962733,1.516083333333333,-2.024688200227702,-62.054602950931645,-0.7678969153834522,4.18136645962733,0.35675657115387926,0.19937888198757758,130.24676388888886,-10.05177062236939,4.575518212739596,1.800069444444444,40.196516841305446,544.6094499999999
La0.167Sr0.167Na0.167Ca0.167Eu0.167Gd0.167Fe1O3,-1.662389342,-1.791759469228055,42.16666666666667,5.723333333333334,1.1283333333333336,1.3183333333333334,0.2701666666666667,2.333333333333333,5.5,99.80166666666668,2.333333333333333,33.98333333333334,0.9399275958559568,-0.7016666666666664,14.831677583624481,4.34134007585335,1.4875194444444448,-2.0217019344456557,-60.889959295933416,-0.7678969153834522,4.34134007585335,0.34050867553982067,0.2049304677623262,131.5718638888889,-10.254836695548569,4.603184883244774,1.7380027777777778,43.55741468293367,571.1982055555557
La0.167Sr0.167Na0.167Ca0.167Pr0.167Sm0.167Fe1O3,-1.736520288,-1.791759469228055,41.16666666666667,5.605,1.125,1.3483333333333334,0.2668333333333333,2.333333333333333,5.5,96.81166666666668,2.333333333333333,34.766666666666666,0.9503008004699404,-0.7050000000000001,14.183102451257911,4.15698393077874,1.516875,-2.0157294028815618,-62.293504213495375,-0.7678969153834522,4.15698393077874,0.3591164976672921,0.19789864029666251,130.53439722222225,-10.042811825023248,4.5727675104361465,1.8180027777777779,39.49443298591651,542.6293916666668
La0.167Sr0.167Li0.167Mg0.167Eu0.167Y0.167Fe1O3,-1.722875808,-2.019992658983094,34.83333333333333,5.135,0.9966666666666668,1.0516666666666667,0.2474999999999999,2.1666666666666665,4.666666666666667,81.95166666666668,2.1666666666666665,26.166666666666668,0.8477213326205472,-0.8333333333333333,22.496454390422883,4.882725832012678,1.0481611111111113,-2.0132593501198173,-52.856474576724295,-0.9323043041460435,4.882725832012678,0.31929389274165665,0.23534072900158465,86.18583611111113,-10.372662303878188,4.4061296425872625,1.106002777777778,70.45688909754674,420.8218083333334
La0.200Sr0.200K0.200Sm0.200Eu0.200Fe1O3,-1.691600916,-1.6094379124341005,47.8,5.384,1.088,1.376,0.273,2.4000000000000004,5.800000000000001,113.59,2.4000000000000004,38.120000000000005,0.959867200280614,-0.742,14.631794409611738,3.9127906976744193,1.497088,-1.7510684487283015,-61.35177322198792,-0.6705991301808751,3.9127906976744193,0.3355929219121402,0.1984011627906977,156.29984,-8.665213720545198,4.73259547424333,1.8933759999999997,43.599830193803705,611.56856
La0.167Sr0.167Li0.167Nd0.167Eu0.167Y0.167Fe1O3,-1.234910196,-1.791759469228055,42.833333333333336,4.781666666666666,0.9683333333333334,1.0916666666666666,0.2653333333333333,2.333333333333333,5.0,101.94000000000004,2.333333333333333,28.86666666666667,0.8615522721058584,-0.8616666666666667,22.188425646470726,4.3801526717557255,1.0570972222222221,-1.7350204193691667,-51.72212334504986,-0.7678969153834522,4.3801526717557255,0.2831731083643973,0.2430534351145038,111.28450000000004,-8.56759652869215,4.624384404911896,1.1917361111111109,78.35640105316027,487.44310000000013
La0.167Sr0.167Na0.167Ca0.167Sm0.167Gd0.167Fe1O3,-1.612111678,-1.791759469228055,42.0,5.718333333333334,1.1233333333333333,1.325,0.2695,2.333333333333333,5.5,99.535,2.333333333333333,34.116666666666674,0.942232752436842,-0.7066666666666668,14.666245737532778,4.315723270440252,1.4884166666666665,-2.012743137099515,-61.12886055849715,-0.7678969153834522,4.315723270440252,0.342760503005643,0.20339622641509436,131.883875,-10.245877898202428,4.600509341105897,1.755625,42.788610732349525,569.1743083333333
La0.167Sr0.167Li0.167Mg0.167Sm0.167Y0.167Fe1O3,-1.632616894,-2.019992658983094,34.666666666666664,5.130000000000001,0.9916666666666668,1.0583333333333331,0.2468333333333333,2.1666666666666665,4.666666666666667,81.68500000000002,2.1666666666666665,26.3,0.8500264892014323,-0.8383333333333333,22.186475869014746,4.8472440944881905,1.0495138888888889,-2.003159386824902,-53.125806931255376,-0.9323043041460435,4.8472440944881905,0.3219685376752157,0.2332283464566929,86.44995833333333,-10.362562340583274,4.402870386478472,1.120069444444444,68.90883199089238,419.04405000000014
La0.167Sr0.167Li0.167Eu0.167Y0.167Bi0.167Fe1O3,-1.711350323,-1.6094379124341005,46.66666666666667,5.075,1.1150000000000002,1.0516666666666667,0.2785,2.333333333333333,5.0,112.73,2.6666666666666665,24.83333333333333,0.8477213326205472,-0.7149999999999999,21.350138243140183,4.8256735340729,1.1726083333333337,-1.7945232723640223,-39.967708158780155,-0.6035392171627877,4.8256735340729,0.2202903693190218,0.2648177496038035,118.55438333333335,-8.16789740560306,4.72499557905644,1.106002777777778,96.91816446238363,572.1047500000001
La0.167Sr0.167Na0.167Nd0.167Sm0.167Eu0.167Fe1O3,-1.59051858,-1.791759469228055,48.5,5.541666666666667,1.115,1.3166666666666669,0.2908333333333334,2.5,5.666666666666667,116.01333333333334,2.5,36.01666666666667,0.9393513067107354,-0.7150000000000001,15.778873476540392,4.20886075949367,1.4680833333333336,-1.9978118081892813,-64.53320355003046,-0.716703787691222,4.20886075949367,0.31045282151476844,0.2208860759493671,152.7508888888889,-9.929333725305472,4.753705127029714,1.7336111111111117,50.82535053007975,642.9072222222222
La0.167Sr0.167Na0.167Ba0.167Pr0.167Y0.167Fe1O3,-1.737320194,-1.791759469228055,43.333333333333336,5.551666666666667,1.1150000000000002,1.4,0.2756666666666666,2.5,5.666666666666667,102.77833333333334,2.333333333333333,37.43333333333334,0.9681657639718008,-0.7149999999999999,13.6418853255588,3.9654761904761906,1.5610000000000002,-1.9978118081892817,-67.0715294647702,-0.7678969153834522,3.9654761904761906,0.36421424749055414,0.1969047619047619,143.88966666666667,-9.947251319997752,4.632574565567002,1.9599999999999997,37.455660835762885,570.5910472222223
La0.167Sr0.167Li0.167Mg0.167Nd0.167Y0.167Fe1O3,-1.506335631,-2.019992658983094,34.333333333333336,5.111666666666667,0.9866666666666668,1.0633333333333337,0.2468333333333333,2.1666666666666665,4.666666666666667,80.665,2.1666666666666665,26.383333333333336,0.8517553566370963,-0.8433333333333333,21.944282193703653,4.807210031347961,1.049155555555556,-1.9930594235299866,-53.29413965283731,-0.9323043041460435,4.807210031347961,0.32707287340647534,0.23213166144200614,85.77378333333337,-10.32552914183525,4.390304776118107,1.1306777777777786,67.09294465527879,412.33259166666676
La0.167Sr0.167Li0.167Ca0.167Pr0.167Bi0.167Fe1O3,-1.794342699,-1.6094379124341005,42.83333333333333,5.023333333333333,1.1116666666666668,1.0816666666666668,0.2619999999999999,2.1666666666666665,4.833333333333333,102.75,2.5,23.583333333333336,0.8580945372345307,-0.7183333333333333,18.63480490114684,4.6440677966101696,1.202452777777778,-1.7891584793225752,-37.955910768237544,-0.6437751649736402,4.6440677966101696,0.22952149229521496,0.24221879815100142,111.14125000000001,-8.084743113460632,4.632298853376344,1.170002777777778,81.18980368591536,516.1475
La0.167Sr0.167K0.167Ca0.167Pr0.167Eu0.167Fe1O3,-1.559199191,-1.791759469228055,42.66666666666667,5.476666666666668,1.1116666666666668,1.3833333333333333,0.266,2.333333333333333,5.666666666666667,99.76333333333334,2.333333333333333,36.21666666666667,0.9624028725195878,-0.7183333333333333,13.68131839303797,3.9590361445783144,1.5378055555555556,-1.991839276625188,-64.89155544387606,-0.7678969153834522,3.9590361445783144,0.36302582779244214,0.19228915662650603,138.00594444444445,-9.812869359805651,4.602800714339357,1.913611111111111,37.68690089141587,546.3705222222223
La0.167Sr0.167Li0.167Sm0.167Eu0.167Bi0.167Fe1O3,-1.601278304,-1.6094379124341005,50.5,4.9783333333333335,1.106666666666667,1.0450000000000002,0.286,2.333333333333333,5.0,122.97166666666668,2.6666666666666665,24.750000000000004,0.845416176039662,-0.7233333333333332,21.688340950358995,4.763955342902711,1.1564666666666672,-1.781111289760405,-39.83358833274399,-0.6035392171627877,4.763955342902711,0.20126587425287668,0.27368421052631575,128.5053916666667,-8.012318407401096,4.811953976533728,1.0920250000000002,107.75965389497225,612.1939472222223
La0.167Sr0.167K0.167Ca0.167Pr0.167Sm0.167Fe1O3,-1.592207809,-1.791759469228055,42.5,5.471666666666668,1.106666666666667,1.39,0.2653333333333333,2.333333333333333,5.666666666666667,99.49666666666668,2.333333333333333,36.35,0.964708029100473,-0.7233333333333332,13.535054674546169,3.936450839328538,1.538266666666667,-1.982880479279048,-65.1304567064398,-0.7678969153834522,3.936450839328538,0.3653388723240309,0.1908872901678657,138.3003666666667,-9.803910562459508,4.600124142765861,1.9320999999999997,37.0479456194891,544.4125944444446
La0.200Sr0.200Ca0.200Ba0.200Bi0.200Fe1O3,-1.85698752,-1.3862943611198906,50.8,5.976000000000001,1.2320000000000002,1.356,0.3024,2.6,5.800000000000001,122.584,2.8,28.880000000000003,0.9529517305379585,-0.5979999999999999,11.582921693622595,4.407079646017699,1.6705920000000003,-1.7079146528997056,-40.03618114914244,-0.49510512897138953,4.407079646017699,0.23559355217646677,0.22300884955752212,166.223904,-8.284495102052468,4.808796509275875,1.8387360000000001,49.16485016935707,732.5619840000002
La0.200Sr0.200Na0.200Pr0.200Bi0.200Fe1O3,-2.219625626,-1.3862943611198906,49.6,5.8340000000000005,1.3199999999999998,1.308,0.2916,2.4000000000000004,5.6000000000000005,119.882,2.8,32.120000000000005,0.9363546031555848,-0.5100000000000002,14.353317927986911,4.460244648318043,1.7265599999999999,-1.8299085566782554,-44.52777487917089,-0.49510512897138953,4.460244648318043,0.2679301312957742,0.22293577981651377,156.805656,-8.087641302773442,4.786507925659314,1.7108640000000002,53.571122660116025,699.3915880000001
La0.167Sr0.167Na0.167K0.167Pr0.167Y0.167Fe1O3,-1.677054554,-1.791759469228055,37.16666666666666,5.406666666666667,1.1033333333333335,1.405,0.2388333333333333,2.1666666666666665,5.5,86.40666666666667,2.1666666666666665,39.61666666666667,0.9698946314074648,-0.7266666666666666,14.283970961354061,3.8481613285883753,1.5501833333333337,-1.9769079477149543,-70.98353763925144,-0.826965908874487,3.8481613285883753,0.45849085718694543,0.16998813760379594,121.40136666666668,-9.687446196959685,4.459064833327119,1.9740250000000001,31.154320173346232,467.1720444444445
La0.167Sr0.167Na0.167K0.167Pr0.167Eu0.167Fe1O3,-1.633943341,-1.791759469228055,41.16666666666667,5.315,1.1,1.3916666666666666,0.247,2.1666666666666665,5.5,96.915,2.1666666666666665,39.400000000000006,0.9652843182456944,-0.73,14.618087143150683,3.819161676646707,1.5308333333333335,-1.9709354161508605,-70.59532308758537,-0.826965908874487,3.819161676646707,0.40654181499251923,0.17748502994011978,134.873375,-9.523201578947113,4.573834305678239,1.936736111111111,35.95715521518905,515.1032250000001
